txn_date,year,month,month_name,daily_txn_count,daily_volume_eur,daily_avg_amount,daily_avg_risk_score,daily_flagged_count,daily_off_hours_count,high_value_count,avg_daily_txn_count,avg_daily_volume_eur,txn_count_vs_avg,volume_vs_avg_eur,txn_deviation_pct,anomaly_type
2024-02-11,2024,2,Feb,12,125808.52,10484.04,25.03,1,4,1,16.44,153578.06,-4.44,-27769.54,-27.01,NORMAL
2024-02-12,2024,2,Feb,20,524505.49,26225.27,25.32,2,10,2,16.44,153578.06,3.56,370927.43,21.65,NORMAL
2024-02-13,2024,2,Feb,12,56163.34,4680.28,11.64,0,2,0,16.44,153578.06,-4.44,-97414.72,-27.01,NORMAL
2024-02-14,2024,2,Feb,10,16423.09,1642.31,10.15,0,2,0,16.44,153578.06,-6.44,-137154.97,-39.17,NORMAL
2024-02-15,2024,2,Feb,22,213991.64,9726.89,22.07,3,8,2,16.44,153578.06,5.56,60413.58,33.82,NORMAL
2024-02-16,2024,2,Feb,14,533069.06,38076.36,11.98,0,2,2,16.44,153578.06,-2.44,379491.0,-14.84,NORMAL
2024-02-17,2024,2,Feb,13,198551.2,15273.17,18.97,0,4,1,16.44,153578.06,-3.44,44973.14,-20.92,NORMAL
2024-02-18,2024,2,Feb,9,12018.56,1335.4,17.46,0,2,0,16.44,153578.06,-7.44,-141559.5,-45.26,NORMAL
2024-02-19,2024,2,Feb,14,34536.72,2466.91,24.07,1,6,0,16.44,153578.06,-2.44,-119041.34,-14.84,NORMAL
2024-02-20,2024,2,Feb,18,27077.25,1504.29,10.01,0,7,0,16.44,153578.06,1.56,-126500.81,9.49,NORMAL
2024-02-21,2024,2,Feb,21,102910.25,4900.49,18.1,1,12,0,16.44,153578.06,4.56,-50667.81,27.74,NORMAL
2024-02-22,2024,2,Feb,11,10295.36,935.94,9.71,0,2,0,16.44,153578.06,-5.44,-143282.7,-33.09,NORMAL
2024-02-23,2024,2,Feb,18,32655.36,1814.19,16.1,0,6,0,16.44,153578.06,1.56,-120922.7,9.49,NORMAL
2024-02-24,2024,2,Feb,20,45193.18,2259.66,12.65,1,5,0,16.44,153578.06,3.56,-108384.88,21.65,NORMAL
2024-02-25,2024,2,Feb,14,32716.75,2336.91,14.02,0,5,0,16.44,153578.06,-2.44,-120861.31,-14.84,NORMAL
2024-02-26,2024,2,Feb,14,552290.7,39449.34,19.65,1,6,1,16.44,153578.06,-2.44,398712.64,-14.84,NORMAL
2024-02-27,2024,2,Feb,27,128519.29,4759.97,13.19,0,10,1,16.44,153578.06,10.56,-25058.77,64.23,VOLUME SPIKE
2024-02-28,2024,2,Feb,18,107638.06,5979.89,17.48,0,2,1,16.44,153578.06,1.56,-45940.0,9.49,NORMAL
2024-02-29,2024,2,Feb,20,63917.85,3195.89,22.17,0,10,0,16.44,153578.06,3.56,-89660.21,21.65,NORMAL
2024-03-01,2024,3,Mar,6,31375.15,5229.19,16.03,0,1,0,16.44,153578.06,-10.44,-122202.91,-63.5,VOLUME DROP
2024-03-02,2024,3,Mar,10,8104.5,810.45,14.83,0,5,0,16.44,153578.06,-6.44,-145473.56,-39.17,NORMAL
2024-03-03,2024,3,Mar,15,73958.19,4930.55,16.65,0,6,0,16.44,153578.06,-1.44,-79619.87,-8.76,NORMAL
2024-03-04,2024,3,Mar,23,126653.09,5506.66,19.32,1,7,0,16.44,153578.06,6.56,-26924.97,39.9,NORMAL
2024-03-05,2024,3,Mar,20,49863.24,2493.16,13.1,0,6,0,16.44,153578.06,3.56,-103714.82,21.65,NORMAL
2024-03-06,2024,3,Mar,18,43503.83,2416.88,15.13,0,5,0,16.44,153578.06,1.56,-110074.23,9.49,NORMAL
2024-03-07,2024,3,Mar,13,96277.99,7406.0,19.2,1,3,1,16.44,153578.06,-3.44,-57300.07,-20.92,NORMAL
2024-03-08,2024,3,Mar,22,111025.63,5046.62,18.94,0,11,1,16.44,153578.06,5.56,-42552.43,33.82,NORMAL
2024-03-09,2024,3,Mar,12,26506.48,2208.87,13.12,0,6,0,16.44,153578.06,-4.44,-127071.58,-27.01,NORMAL
2024-03-10,2024,3,Mar,14,86142.05,6153.0,12.25,0,4,1,16.44,153578.06,-2.44,-67436.01,-14.84,NORMAL
2024-03-11,2024,3,Mar,16,253725.63,15857.85,8.71,0,5,1,16.44,153578.06,-0.44,100147.57,-2.68,NORMAL
2024-03-12,2024,3,Mar,15,257394.31,17159.62,19.45,1,6,2,16.44,153578.06,-1.44,103816.25,-8.76,NORMAL
2024-03-13,2024,3,Mar,15,87289.48,5819.3,15.07,0,3,0,16.44,153578.06,-1.44,-66288.58,-8.76,NORMAL
2024-03-14,2024,3,Mar,7,69821.31,9974.47,23.12,0,4,1,16.44,153578.06,-9.44,-83756.75,-57.42,VOLUME DROP
2024-03-15,2024,3,Mar,14,109382.24,7813.02,22.69,0,5,1,16.44,153578.06,-2.44,-44195.82,-14.84,NORMAL
2024-03-16,2024,3,Mar,19,163474.0,8603.89,17.5,0,6,1,16.44,153578.06,2.56,9895.94,15.57,NORMAL
2024-03-17,2024,3,Mar,19,94246.68,4960.35,16.37,0,7,0,16.44,153578.06,2.56,-59331.38,15.57,NORMAL
2024-03-18,2024,3,Mar,11,39008.68,3546.24,12.15,0,2,0,16.44,153578.06,-5.44,-114569.38,-33.09,NORMAL
2024-03-19,2024,3,Mar,15,12392.84,826.19,9.91,0,5,0,16.44,153578.06,-1.44,-141185.22,-8.76,NORMAL
2024-03-20,2024,3,Mar,24,105482.38,4395.1,13.28,1,5,1,16.44,153578.06,7.56,-48095.68,45.99,NORMAL
2024-03-21,2024,3,Mar,23,50396.06,2191.13,12.29,0,8,0,16.44,153578.06,6.56,-103182.0,39.9,NORMAL
2024-03-22,2024,3,Mar,5,6932.28,1386.46,5.13,0,1,0,16.44,153578.06,-11.44,-146645.78,-69.59,VOLUME DROP
2024-03-23,2024,3,Mar,13,20145.73,1549.67,13.77,0,4,0,16.44,153578.06,-3.44,-133432.33,-20.92,NORMAL
2024-03-24,2024,3,Mar,17,118160.78,6950.63,19.41,1,8,1,16.44,153578.06,0.56,-35417.28,3.41,NORMAL
2024-03-25,2024,3,Mar,20,135290.49,6764.52,16.58,1,5,1,16.44,153578.06,3.56,-18287.57,21.65,NORMAL
2024-03-26,2024,3,Mar,14,13725.51,980.39,16.66,0,7,0,16.44,153578.06,-2.44,-139852.55,-14.84,NORMAL
2024-03-27,2024,3,Mar,15,51171.9,3411.46,18.23,0,10,0,16.44,153578.06,-1.44,-102406.16,-8.76,NORMAL
2024-03-28,2024,3,Mar,11,21501.38,1954.67,15.75,0,3,0,16.44,153578.06,-5.44,-132076.68,-33.09,NORMAL
2024-03-29,2024,3,Mar,11,31450.24,2859.11,18.38,0,4,0,16.44,153578.06,-5.44,-122127.82,-33.09,NORMAL
2024-03-30,2024,3,Mar,20,50051.66,2502.58,15.86,0,9,0,16.44,153578.06,3.56,-103526.4,21.65,NORMAL
2024-03-31,2024,3,Mar,18,62032.34,3446.24,16.01,0,5,0,16.44,153578.06,1.56,-91545.72,9.49,NORMAL
2024-04-01,2024,4,Apr,16,29637.65,1852.35,7.79,0,4,0,16.44,153578.06,-0.44,-123940.41,-2.68,NORMAL
2024-04-02,2024,4,Apr,16,20768.15,1298.01,15.13,0,8,0,16.44,153578.06,-0.44,-132809.91,-2.68,NORMAL
2024-04-03,2024,4,Apr,16,93753.24,5859.58,12.83,0,5,1,16.44,153578.06,-0.44,-59824.82,-2.68,NORMAL
2024-04-04,2024,4,Apr,19,165333.71,8701.77,18.19,0,6,1,16.44,153578.06,2.56,11755.65,15.57,NORMAL
2024-04-05,2024,4,Apr,12,200684.24,16723.69,23.24,1,6,2,16.44,153578.06,-4.44,47106.18,-27.01,NORMAL
2024-04-06,2024,4,Apr,16,210004.48,13125.28,16.75,0,7,2,16.44,153578.06,-0.44,56426.42,-2.68,NORMAL
2024-04-07,2024,4,Apr,15,37093.23,2472.88,13.85,0,3,0,16.44,153578.06,-1.44,-116484.83,-8.76,NORMAL
2024-04-08,2024,4,Apr,20,210999.35,10549.97,21.31,1,8,2,16.44,153578.06,3.56,57421.29,21.65,NORMAL
2024-04-09,2024,4,Apr,11,341896.61,31081.51,21.94,1,6,2,16.44,153578.06,-5.44,188318.55,-33.09,NORMAL
2024-04-10,2024,4,Apr,14,27610.52,1972.18,7.55,0,3,0,16.44,153578.06,-2.44,-125967.54,-14.84,NORMAL
2024-04-11,2024,4,Apr,10,10039.55,1003.95,16.67,0,5,0,16.44,153578.06,-6.44,-143538.51,-39.17,NORMAL
2024-04-12,2024,4,Apr,15,96597.17,6439.81,20.42,1,6,1,16.44,153578.06,-1.44,-56980.89,-8.76,NORMAL
2024-04-13,2024,4,Apr,13,25293.89,1945.68,9.96,0,4,0,16.44,153578.06,-3.44,-128284.17,-20.92,NORMAL
2024-04-14,2024,4,Apr,13,42449.77,3265.37,14.53,0,5,0,16.44,153578.06,-3.44,-111128.29,-20.92,NORMAL
2024-04-15,2024,4,Apr,12,151809.86,12650.82,15.35,0,2,2,16.44,153578.06,-4.44,-1768.2,-27.01,NORMAL
2024-04-16,2024,4,Apr,22,167391.35,7608.7,16.16,1,6,1,16.44,153578.06,5.56,13813.29,33.82,NORMAL
2024-04-17,2024,4,Apr,13,70509.26,5423.79,11.47,0,3,0,16.44,153578.06,-3.44,-83068.8,-20.92,NORMAL
2024-04-18,2024,4,Apr,19,28028.23,1475.17,18.49,0,8,0,16.44,153578.06,2.56,-125549.83,15.57,NORMAL
2024-04-19,2024,4,Apr,21,103686.32,4937.44,16.1,1,8,0,16.44,153578.06,4.56,-49891.74,27.74,NORMAL
2024-04-20,2024,4,Apr,13,5059.5,389.19,22.26,0,8,0,16.44,153578.06,-3.44,-148518.56,-20.92,NORMAL
2024-04-21,2024,4,Apr,15,37272.55,2484.84,13.72,0,5,0,16.44,153578.06,-1.44,-116305.51,-8.76,NORMAL
2024-04-22,2024,4,Apr,19,94075.13,4951.32,20.17,0,7,0,16.44,153578.06,2.56,-59502.93,15.57,NORMAL
2024-04-23,2024,4,Apr,17,30908.59,1818.15,19.2,1,7,0,16.44,153578.06,0.56,-122669.47,3.41,NORMAL
2024-04-24,2024,4,Apr,11,67334.49,6121.32,25.26,1,5,0,16.44,153578.06,-5.44,-86243.57,-33.09,NORMAL
2024-04-25,2024,4,Apr,17,127013.35,7471.37,16.94,1,6,1,16.44,153578.06,0.56,-26564.71,3.41,NORMAL
2024-04-26,2024,4,Apr,16,99225.53,6201.6,17.34,1,3,0,16.44,153578.06,-0.44,-54352.53,-2.68,NORMAL
2024-04-27,2024,4,Apr,21,584859.67,27850.46,23.15,2,5,1,16.44,153578.06,4.56,431281.61,27.74,NORMAL
2024-04-28,2024,4,Apr,8,63860.58,7982.57,22.41,0,4,0,16.44,153578.06,-8.44,-89717.48,-51.34,VOLUME DROP
2024-04-29,2024,4,Apr,20,38925.86,1946.29,12.31,0,8,0,16.44,153578.06,3.56,-114652.2,21.65,NORMAL
2024-04-30,2024,4,Apr,14,193227.84,13801.99,14.91,0,4,1,16.44,153578.06,-2.44,39649.78,-14.84,NORMAL
2024-05-01,2024,5,May,19,34352.17,1808.01,18.35,1,10,0,16.44,153578.06,2.56,-119225.89,15.57,NORMAL
2024-05-02,2024,5,May,14,206111.2,14722.23,17.73,0,6,1,16.44,153578.06,-2.44,52533.14,-14.84,NORMAL
2024-05-03,2024,5,May,16,11026.95,689.18,9.38,0,5,0,16.44,153578.06,-0.44,-142551.11,-2.68,NORMAL
2024-05-04,2024,5,May,8,87404.19,10925.52,24.71,2,1,1,16.44,153578.06,-8.44,-66173.87,-51.34,VOLUME DROP
2024-05-05,2024,5,May,17,67659.01,3979.94,15.06,0,6,0,16.44,153578.06,0.56,-85919.05,3.41,NORMAL
2024-05-06,2024,5,May,18,122719.2,6817.73,13.28,0,4,1,16.44,153578.06,1.56,-30858.86,9.49,NORMAL
2024-05-07,2024,5,May,15,57197.21,3813.15,16.32,0,5,0,16.44,153578.06,-1.44,-96380.85,-8.76,NORMAL
2024-05-08,2024,5,May,17,64028.24,3766.37,14.16,1,6,0,16.44,153578.06,0.56,-89549.82,3.41,NORMAL
2024-05-09,2024,5,May,15,343047.35,22869.82,18.77,1,4,1,16.44,153578.06,-1.44,189469.29,-8.76,NORMAL
2024-05-10,2024,5,May,19,280018.29,14737.8,20.43,1,3,2,16.44,153578.06,2.56,126440.23,15.57,NORMAL
2024-05-11,2024,5,May,12,94943.73,7911.98,19.32,1,5,1,16.44,153578.06,-4.44,-58634.33,-27.01,NORMAL
2024-05-12,2024,5,May,18,128420.43,7134.47,13.94,0,5,1,16.44,153578.06,1.56,-25157.63,9.49,NORMAL
2024-05-13,2024,5,May,12,134443.96,11203.66,26.49,2,5,2,16.44,153578.06,-4.44,-19134.1,-27.01,NORMAL
2024-05-14,2024,5,May,15,74132.85,4942.19,14.58,0,3,0,16.44,153578.06,-1.44,-79445.21,-8.76,NORMAL
2024-05-15,2024,5,May,14,34270.54,2447.9,22.45,0,8,0,16.44,153578.06,-2.44,-119307.52,-14.84,NORMAL
2024-05-16,2024,5,May,20,48026.78,2401.34,18.16,0,9,0,16.44,153578.06,3.56,-105551.28,21.65,NORMAL
2024-05-17,2024,5,May,23,93262.84,4054.91,16.65,0,11,0,16.44,153578.06,6.56,-60315.22,39.9,NORMAL
2024-05-18,2024,5,May,16,24164.61,1510.29,11.76,0,3,0,16.44,153578.06,-0.44,-129413.45,-2.68,NORMAL
2024-05-19,2024,5,May,15,483984.9,32265.66,23.39,1,5,2,16.44,153578.06,-1.44,330406.84,-8.76,NORMAL
2024-05-20,2024,5,May,12,40017.05,3334.75,9.58,0,2,0,16.44,153578.06,-4.44,-113561.01,-27.01,NORMAL
2024-05-21,2024,5,May,12,14910.54,1242.55,20.32,0,6,0,16.44,153578.06,-4.44,-138667.52,-27.01,NORMAL
2024-05-22,2024,5,May,14,261542.77,18681.63,20.34,2,5,1,16.44,153578.06,-2.44,107964.71,-14.84,NORMAL
2024-05-23,2024,5,May,12,58699.26,4891.61,16.65,0,6,1,16.44,153578.06,-4.44,-94878.8,-27.01,NORMAL
2024-05-24,2024,5,May,15,25615.18,1707.68,16.39,0,5,0,16.44,153578.06,-1.44,-127962.88,-8.76,NORMAL
2024-05-25,2024,5,May,17,279650.51,16450.03,21.72,2,6,2,16.44,153578.06,0.56,126072.45,3.41,NORMAL
2024-05-26,2024,5,May,16,72590.79,4536.92,11.55,1,3,1,16.44,153578.06,-0.44,-80987.27,-2.68,NORMAL
2024-05-27,2024,5,May,18,65285.89,3626.99,18.17,0,7,0,16.44,153578.06,1.56,-88292.17,9.49,NORMAL
2024-05-28,2024,5,May,19,216892.44,11415.39,18.21,1,8,1,16.44,153578.06,2.56,63314.38,15.57,NORMAL
2024-05-29,2024,5,May,11,20915.16,1901.38,12.04,0,3,0,16.44,153578.06,-5.44,-132662.9,-33.09,NORMAL
2024-05-30,2024,5,May,21,165237.36,7868.45,16.74,0,8,1,16.44,153578.06,4.56,11659.3,27.74,NORMAL
2024-05-31,2024,5,May,18,33084.17,1838.01,12.75,0,2,0,16.44,153578.06,1.56,-120493.89,9.49,NORMAL
2024-06-01,2024,6,Jun,14,158030.3,11287.88,19.71,1,5,1,16.44,153578.06,-2.44,4452.24,-14.84,NORMAL
2024-06-02,2024,6,Jun,16,618245.65,38640.35,28.95,3,7,3,16.44,153578.06,-0.44,464667.59,-2.68,NORMAL
2024-06-03,2024,6,Jun,10,28266.48,2826.65,14.14,0,3,0,16.44,153578.06,-6.44,-125311.58,-39.17,NORMAL
2024-06-04,2024,6,Jun,23,136484.85,5934.12,17.02,1,7,1,16.44,153578.06,6.56,-17093.21,39.9,NORMAL
2024-06-05,2024,6,Jun,15,262636.04,17509.07,14.7,1,4,1,16.44,153578.06,-1.44,109057.98,-8.76,NORMAL
2024-06-06,2024,6,Jun,16,44351.82,2771.99,21.93,0,8,0,16.44,153578.06,-0.44,-109226.24,-2.68,NORMAL
2024-06-07,2024,6,Jun,18,36197.66,2010.98,11.1,0,4,0,16.44,153578.06,1.56,-117380.4,9.49,NORMAL
2024-06-08,2024,6,Jun,17,38995.64,2293.86,10.31,1,2,0,16.44,153578.06,0.56,-114582.42,3.41,NORMAL
2024-06-09,2024,6,Jun,26,256931.56,9881.98,17.53,2,10,1,16.44,153578.06,9.56,103353.5,58.15,VOLUME SPIKE
2024-06-10,2024,6,Jun,20,194527.87,9726.39,18.33,1,6,1,16.44,153578.06,3.56,40949.81,21.65,NORMAL
2024-06-11,2024,6,Jun,14,45024.25,3216.02,11.64,1,3,0,16.44,153578.06,-2.44,-108553.81,-14.84,NORMAL
2024-06-12,2024,6,Jun,18,34834.64,1935.26,14.86,0,6,0,16.44,153578.06,1.56,-118743.42,9.49,NORMAL
2024-06-13,2024,6,Jun,6,18854.64,3142.44,12.95,0,1,0,16.44,153578.06,-10.44,-134723.42,-63.5,VOLUME DROP
2024-06-14,2024,6,Jun,10,19152.03,1915.2,19.18,1,5,0,16.44,153578.06,-6.44,-134426.03,-39.17,NORMAL
2024-06-15,2024,6,Jun,21,53640.45,2554.31,18.41,1,7,0,16.44,153578.06,4.56,-99937.61,27.74,NORMAL
2024-06-16,2024,6,Jun,19,69003.3,3631.75,12.2,1,7,0,16.44,153578.06,2.56,-84574.76,15.57,NORMAL
2024-06-17,2024,6,Jun,16,199485.08,12467.82,17.2,1,6,1,16.44,153578.06,-0.44,45907.02,-2.68,NORMAL
2024-06-18,2024,6,Jun,19,18152.45,955.39,13.25,0,7,0,16.44,153578.06,2.56,-135425.61,15.57,NORMAL
2024-06-19,2024,6,Jun,14,36746.89,2624.78,14.63,0,3,0,16.44,153578.06,-2.44,-116831.17,-14.84,NORMAL
2024-06-20,2024,6,Jun,18,416141.63,23118.98,18.98,0,5,1,16.44,153578.06,1.56,262563.57,9.49,NORMAL
2024-06-21,2024,6,Jun,16,51938.27,3246.14,22.35,1,5,0,16.44,153578.06,-0.44,-101639.79,-2.68,NORMAL
2024-06-22,2024,6,Jun,21,125019.89,5953.33,15.81,0,6,1,16.44,153578.06,4.56,-28558.17,27.74,NORMAL
2024-06-23,2024,6,Jun,20,44435.73,2221.79,9.72,0,4,0,16.44,153578.06,3.56,-109142.33,21.65,NORMAL
2024-06-24,2024,6,Jun,20,403797.91,20189.9,15.21,1,7,1,16.44,153578.06,3.56,250219.85,21.65,NORMAL
2024-06-25,2024,6,Jun,15,53496.17,3566.41,13.32,0,3,0,16.44,153578.06,-1.44,-100081.89,-8.76,NORMAL
2024-06-26,2024,6,Jun,11,63805.66,5800.51,16.06,1,3,0,16.44,153578.06,-5.44,-89772.4,-33.09,NORMAL
2024-06-27,2024,6,Jun,22,125358.56,5698.12,16.54,0,7,1,16.44,153578.06,5.56,-28219.5,33.82,NORMAL
2024-06-28,2024,6,Jun,12,51927.74,4327.31,17.62,0,5,0,16.44,153578.06,-4.44,-101650.32,-27.01,NORMAL
2024-06-29,2024,6,Jun,16,408376.86,25523.55,17.96,2,7,2,16.44,153578.06,-0.44,254798.8,-2.68,NORMAL
2024-06-30,2024,6,Jun,15,28203.47,1880.23,11.38,0,2,0,16.44,153578.06,-1.44,-125374.59,-8.76,NORMAL
2024-07-01,2024,7,Jul,12,7484.7,623.73,11.57,0,1,0,16.44,153578.06,-4.44,-146093.36,-27.01,NORMAL
2024-07-02,2024,7,Jul,16,35495.6,2218.47,10.11,0,4,0,16.44,153578.06,-0.44,-118082.46,-2.68,NORMAL
2024-07-03,2024,7,Jul,19,178152.29,9376.44,20.58,2,7,1,16.44,153578.06,2.56,24574.23,15.57,NORMAL
2024-07-04,2024,7,Jul,10,6902.3,690.23,27.5,1,5,0,16.44,153578.06,-6.44,-146675.76,-39.17,NORMAL
2024-07-05,2024,7,Jul,14,34630.33,2473.6,15.76,0,6,0,16.44,153578.06,-2.44,-118947.73,-14.84,NORMAL
2024-07-06,2024,7,Jul,11,45724.73,4156.79,21.98,2,3,0,16.44,153578.06,-5.44,-107853.33,-33.09,NORMAL
2024-07-07,2024,7,Jul,21,145102.83,6909.66,12.48,0,5,1,16.44,153578.06,4.56,-8475.23,27.74,NORMAL
2024-07-08,2024,7,Jul,19,112573.75,5924.93,18.38,0,8,0,16.44,153578.06,2.56,-41004.31,15.57,NORMAL
2024-07-09,2024,7,Jul,8,4894.81,611.85,21.09,0,5,0,16.44,153578.06,-8.44,-148683.25,-51.34,VOLUME DROP
2024-07-10,2024,7,Jul,14,84916.66,6065.48,19.7,0,9,1,16.44,153578.06,-2.44,-68661.4,-14.84,NORMAL
2024-07-11,2024,7,Jul,21,306076.39,14575.07,22.22,1,8,2,16.44,153578.06,4.56,152498.33,27.74,NORMAL
2024-07-12,2024,7,Jul,13,56379.26,4336.87,17.41,0,6,0,16.44,153578.06,-3.44,-97198.8,-20.92,NORMAL
2024-07-13,2024,7,Jul,16,33743.66,2108.98,11.2,1,4,0,16.44,153578.06,-0.44,-119834.4,-2.68,NORMAL
2024-07-14,2024,7,Jul,13,368365.44,28335.8,36.32,4,6,3,16.44,153578.06,-3.44,214787.38,-20.92,NORMAL
2024-07-15,2024,7,Jul,11,19538.93,1776.27,9.32,0,4,0,16.44,153578.06,-5.44,-134039.13,-33.09,NORMAL
2024-07-16,2024,7,Jul,15,322861.7,21524.11,22.76,1,7,2,16.44,153578.06,-1.44,169283.64,-8.76,NORMAL
2024-07-17,2024,7,Jul,18,107243.63,5957.98,20.48,0,5,1,16.44,153578.06,1.56,-46334.43,9.49,NORMAL
2024-07-18,2024,7,Jul,16,31051.25,1940.7,8.3,0,2,0,16.44,153578.06,-0.44,-122526.81,-2.68,NORMAL
2024-07-19,2024,7,Jul,22,133077.96,6049.0,12.43,1,4,1,16.44,153578.06,5.56,-20500.1,33.82,NORMAL
2024-07-20,2024,7,Jul,21,64617.52,3077.02,16.94,0,8,0,16.44,153578.06,4.56,-88960.54,27.74,NORMAL
2024-07-21,2024,7,Jul,19,35263.8,1855.99,11.64,0,4,0,16.44,153578.06,2.56,-118314.26,15.57,NORMAL
2024-07-22,2024,7,Jul,11,90998.93,8272.63,14.85,0,4,0,16.44,153578.06,-5.44,-62579.13,-33.09,NORMAL
2024-07-23,2024,7,Jul,15,98597.11,6573.14,18.9,1,3,0,16.44,153578.06,-1.44,-54980.95,-8.76,NORMAL
2024-07-24,2024,7,Jul,12,90358.34,7529.86,8.05,0,2,1,16.44,153578.06,-4.44,-63219.72,-27.01,NORMAL
2024-07-25,2024,7,Jul,11,23130.51,2102.77,12.7,0,5,0,16.44,153578.06,-5.44,-130447.55,-33.09,NORMAL
2024-07-26,2024,7,Jul,17,180331.52,10607.74,13.35,0,4,1,16.44,153578.06,0.56,26753.46,3.41,NORMAL
2024-07-27,2024,7,Jul,11,8810.36,800.94,13.97,0,6,0,16.44,153578.06,-5.44,-144767.7,-33.09,NORMAL
2024-07-28,2024,7,Jul,16,41410.19,2588.14,12.5,0,7,0,16.44,153578.06,-0.44,-112167.87,-2.68,NORMAL
2024-07-29,2024,7,Jul,18,39856.98,2214.28,15.23,0,6,0,16.44,153578.06,1.56,-113721.08,9.49,NORMAL
2024-07-30,2024,7,Jul,11,312219.57,28383.6,22.77,1,4,1,16.44,153578.06,-5.44,158641.51,-33.09,NORMAL
2024-07-31,2024,7,Jul,21,311082.96,14813.47,21.02,2,9,1,16.44,153578.06,4.56,157504.9,27.74,NORMAL
2024-08-01,2024,8,Aug,17,461205.46,27129.73,21.95,1,8,2,16.44,153578.06,0.56,307627.4,3.41,NORMAL
2024-08-02,2024,8,Aug,13,100874.34,7759.56,12.42,0,3,1,16.44,153578.06,-3.44,-52703.72,-20.92,NORMAL
2024-08-03,2024,8,Aug,15,134807.42,8987.16,19.74,0,4,2,16.44,153578.06,-1.44,-18770.64,-8.76,NORMAL
2024-08-04,2024,8,Aug,18,60113.9,3339.66,14.81,0,6,0,16.44,153578.06,1.56,-93464.16,9.49,NORMAL
2024-08-05,2024,8,Aug,15,161476.31,10765.09,16.45,0,5,1,16.44,153578.06,-1.44,7898.25,-8.76,NORMAL
2024-08-06,2024,8,Aug,16,90729.21,5670.58,21.23,0,6,1,16.44,153578.06,-0.44,-62848.85,-2.68,NORMAL
2024-08-07,2024,8,Aug,23,858884.59,37342.81,19.8,2,7,2,16.44,153578.06,6.56,705306.53,39.9,NORMAL
2024-08-08,2024,8,Aug,12,9919.23,826.6,13.54,0,3,0,16.44,153578.06,-4.44,-143658.83,-27.01,NORMAL
2024-08-09,2024,8,Aug,14,121404.75,8671.77,14.97,1,4,1,16.44,153578.06,-2.44,-32173.31,-14.84,NORMAL
2024-08-10,2024,8,Aug,23,69587.69,3025.55,9.84,0,2,0,16.44,153578.06,6.56,-83990.37,39.9,NORMAL
2024-08-11,2024,8,Aug,15,81576.25,5438.42,11.45,0,4,0,16.44,153578.06,-1.44,-72001.81,-8.76,NORMAL
2024-08-12,2024,8,Aug,15,92753.41,6183.56,16.44,0,4,0,16.44,153578.06,-1.44,-60824.65,-8.76,NORMAL
2024-08-13,2024,8,Aug,16,18544.71,1159.04,11.01,0,3,0,16.44,153578.06,-0.44,-135033.35,-2.68,NORMAL
2024-08-14,2024,8,Aug,16,383362.42,23960.15,18.17,1,7,2,16.44,153578.06,-0.44,229784.36,-2.68,NORMAL
2024-08-15,2024,8,Aug,28,547024.99,19536.61,14.7,2,6,2,16.44,153578.06,11.56,393446.93,70.32,VOLUME SPIKE
2024-08-16,2024,8,Aug,14,70987.64,5070.55,12.34,0,2,0,16.44,153578.06,-2.44,-82590.42,-14.84,NORMAL
2024-08-17,2024,8,Aug,19,114922.03,6048.53,13.48,0,6,1,16.44,153578.06,2.56,-38656.03,15.57,NORMAL
2024-08-18,2024,8,Aug,14,245508.6,17536.33,15.36,1,5,1,16.44,153578.06,-2.44,91930.54,-14.84,NORMAL
2024-08-19,2024,8,Aug,12,86747.26,7228.94,21.36,1,2,0,16.44,153578.06,-4.44,-66830.8,-27.01,NORMAL
2024-08-20,2024,8,Aug,16,25779.59,1611.22,7.57,0,4,0,16.44,153578.06,-0.44,-127798.47,-2.68,NORMAL
2024-08-21,2024,8,Aug,14,62552.04,4468.0,21.12,1,5,0,16.44,153578.06,-2.44,-91026.02,-14.84,NORMAL
2024-08-22,2024,8,Aug,11,6260.26,569.11,17.54,0,5,0,16.44,153578.06,-5.44,-147317.8,-33.09,NORMAL
2024-08-23,2024,8,Aug,18,42450.31,2358.35,16.6,0,6,0,16.44,153578.06,1.56,-111127.75,9.49,NORMAL
2024-08-24,2024,8,Aug,16,175411.58,10963.22,19.85,1,5,2,16.44,153578.06,-0.44,21833.52,-2.68,NORMAL
2024-08-25,2024,8,Aug,17,51550.81,3032.4,12.52,0,5,0,16.44,153578.06,0.56,-102027.25,3.41,NORMAL
2024-08-26,2024,8,Aug,12,273228.47,22769.04,24.57,2,3,2,16.44,153578.06,-4.44,119650.41,-27.01,NORMAL
2024-08-27,2024,8,Aug,15,59536.39,3969.09,17.57,1,4,0,16.44,153578.06,-1.44,-94041.67,-8.76,NORMAL
2024-08-28,2024,8,Aug,17,409237.28,24072.78,25.11,2,9,1,16.44,153578.06,0.56,255659.22,3.41,NORMAL
2024-08-29,2024,8,Aug,19,186505.03,9816.05,13.27,0,7,1,16.44,153578.06,2.56,32926.97,15.57,NORMAL
2024-08-30,2024,8,Aug,22,545319.37,24787.24,19.39,2,9,2,16.44,153578.06,5.56,391741.31,33.82,NORMAL
2024-08-31,2024,8,Aug,14,24620.59,1758.61,18.44,0,5,0,16.44,153578.06,-2.44,-128957.47,-14.84,NORMAL
2024-09-01,2024,9,Sep,21,116224.34,5534.49,14.47,0,7,0,16.44,153578.06,4.56,-37353.72,27.74,NORMAL
